NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano,diffMediaAno,medPerguntaAno
Engenharia de Alimentos (112294),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.74,43,23,2017,-0.09,4.84
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.74,66,10,2017,0.49,4.26
Engenharia (13445),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.74,31,24,2017,-0.09,4.84
Engenharia (1106561),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.74,27,18,2017,0.04,4.7
Engenharia (1106561),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,4.74,27,6,2017,0.61,4.13
Engenharia de Produção (1106578),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.74,27,33,2017,-0.41,5.15
Engenharia de Produção (1106578),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,4.74,27,36,2017,-0.68,5.42
Letras-Português (Licenciatura) (1160083),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.74,42,22,2017,0.03,4.71
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.74,34,25,2017,-0.1,4.84
História (Licenciatura) (13405),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.74,68,26,2017,-0.13,4.86
Engenharia de Alimentos (112294),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.73,45,29,2017,-0.42,5.15
Letras-Português (Licenciatura) (1158116),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.73,30,7,2017,0.68,4.06
Engenharia Ambiental (112282),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.73,48,30,2017,-0.42,5.15
Engenharia Elétrica (13438),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,4.73,151,2,2017,1.62,3.1
Pedagogia (Licenciatura) (13410),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,4.73,88,19,2017,0.13,4.6
Engenharia de Produção (79570),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.73,51,29,2017,-0.46,5.19
Geografia (Licenciatura) (13407),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.73,40,27,2017,-0.14,4.86
Engenharia Civil (13439),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.72,87,6,2017,0.66,4.07
Ciências Sociais (Licenciatura) (13436),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.72,18,26,2017,-0.11,4.84
Engenharia (1106562),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,4.72,18,7,2017,0.59,4.13
Engenharia Florestal (13456),UFCG,PB,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,4.72,18,5,2017,0.68,4.04
História (Licenciatura) (13405),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.72,72,16,2017,0.08,4.64
Matemática (Licenciatura) (1152880),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.72,18,20,2017,0.11,4.61
Música (Licenciatura) (118630),UFCG,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",4.72,18,6,2017,0.67,4.05
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,52,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios no país.,4.72,61,1,2017,1.45,3.27
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.72,43,9,2017,0.52,4.2
Pedagogia (Licenciatura) (13410),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.72,86,8,2017,0.66,4.06
Geografia (Licenciatura) (13407),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.72,43,17,2017,0.08,4.64
Química (Licenciatura) (99808),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.72,25,27,2017,-0.12,4.84
Química (Licenciatura) (99808),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,4.72,25,8,2017,0.59,4.13
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.72,64,13,2017,0.15,4.56
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.71,35,21,2017,0.1,4.61
História (Licenciatura) (13449),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.71,49,27,2017,-0.37,5.08
Letras-Português (Licenciatura) (1160083),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.71,42,10,2017,0.51,4.2
Engenharia Florestal (13456),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.71,21,11,2017,0.51,4.2
Engenharia (13445),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.71,31,11,2017,0.45,4.26
Letras-Português (Licenciatura) (1158116),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.71,31,22,2017,0.1,4.61
Engenharia Ambiental (112282),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.71,48,29,2017,-0.28,4.99
Engenharia de Alimentos (118550),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.71,17,21,2017,-0.13,4.84
Engenharia (1106561),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.7,27,25,2017,-0.13,4.84
Engenharia (1106561),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.7,27,31,2017,-0.45,5.15
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.7,30,7,2017,0.63,4.07
Engenharia (13444),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.7,20,22,2017,-0.14,4.84
História (Licenciatura) (13405),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.7,69,19,2017,-0,4.7
Arquitetura e Urbanismo (1129147),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.69,49,23,2017,-0.09,4.78
Engenharia (1106561),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.69,26,24,2017,-0.19,4.88
Geografia (Licenciatura) (13407),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.69,42,8,2017,0.62,4.07
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.69,32,9,2017,0.63,4.06
Música (Licenciatura) (118630),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.68,19,18,2017,0.04,4.64
Música (Licenciatura) (118630),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.68,19,20,2017,-0.02,4.7
Geografia (Licenciatura) (13407),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.68,41,10,2017,0.63,4.06
Engenharia Civil (13439),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,4.68,88,33,2017,-0.55,5.23
Engenharia Ambiental (112282),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.68,25,28,2017,-0.4,5.08
História (Licenciatura) (13449),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.68,75,23,2017,-0.16,4.84
Química (Licenciatura) (99808),UFCG,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",4.68,25,7,2017,0.63,4.05
Geografia (Licenciatura) (120777),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.67,58,21,2017,-0.03,4.7
Engenharia Química (13441),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.67,67,24,2017,-0.11,4.78
Engenharia Civil (13439),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.67,88,30,2017,-0.52,5.19
Engenharia (1106561),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.67,27,25,2017,-0.12,4.78
Engenharia (1106562),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.67,18,9,2017,0.6,4.07
Engenharia Ambiental (112282),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.67,48,23,2017,0.05,4.61
Engenharia Ambiental (112282),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.67,48,14,2017,0.1,4.56
Matemática (Licenciatura) (13448),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.67,18,34,2017,-0.56,5.23
Música (Licenciatura) (118630),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.67,18,32,2017,-0.48,5.15
Engenharia (1106561),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.67,27,24,2017,-0.17,4.84
Engenharia (1106562),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.67,18,12,2017,0.46,4.2
Engenharia (13444),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.67,21,28,2017,-0.17,4.84
Engenharia de Produção (1106578),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.67,27,31,2017,-0.52,5.19
Engenharia de Produção (79570),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.66,50,34,2017,-0.49,5.15
Engenharia de Alimentos (112294),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.66,44,10,2017,0.59,4.07
Engenharia Elétrica (13438),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.66,152,23,2017,-0.05,4.71
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.66,35,19,2017,0.02,4.64
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.66,32,20,2017,0.01,4.64
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.66,32,15,2017,0.09,4.56
Engenharia Elétrica (13438),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,4.66,160,33,2017,-0.49,5.15
Pedagogia (Licenciatura) (13410),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.65,84,13,2017,0.45,4.2
Engenharia de Produção (79570),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,4.65,52,34,2017,-0.5,5.15
