NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.62962962962963,54,1,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.628571428571429,35,5,2017
Engenharia (13445),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.625,32,2,2017
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.62121212121212,66,1,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.620689655172415,87,2,2017
Engenharia Florestal (13456),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.619047619047619,21,4,2017
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.611940298507462,67,3,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.611111111111111,54,1,2017
Ciências Sociais (Licenciatura) (13436),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.611111111111111,18,5,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.609195402298851,87,5,2017
Pedagogia (Licenciatura) (13452),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.607142857142858,28,1,2017
Pedagogia (Licenciatura) (13452),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.607142857142857,28,1,2017
Física (Licenciatura) (99810),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.6000000000000005,15,6,2017
Física (Licenciatura) (99810),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.6000000000000005,15,3,2017
Física (Licenciatura) (99810),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.6,15,2,2017
Física (Licenciatura) (99810),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.6,15,5,2017
Física (Licenciatura) (99810),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.6,15,2,2017
Física (Licenciatura) (99810),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",5.6,15,1,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.592592592592593,54,4,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.590909090909092,44,3,2017
História (Licenciatura) (13405),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.58904109589041,73,7,2017
Engenharia de Alimentos (118550),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.588235294117647,17,3,2017
Pedagogia (Licenciatura) (13452),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.586206896551724,29,1,2017
Pedagogia (Licenciatura) (13452),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.586206896551724,29,4,2017
Pedagogia (Licenciatura) (13452),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.586206896551724,29,4,2017
Engenharia Elétrica (13438),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.58125,160,6,2017
Letras-Português (Licenciatura) (1158116),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.580645161290322,31,5,2017
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.575757575757576,66,2,2017
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.574468085106383,47,6,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.574074074074074,54,8,2017
Engenharia (13445),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.5625,32,7,2017
Química (Licenciatura) (99808),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.56,25,8,2017
Engenharia (1106562),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.555555555555555,18,2,2017
Engenharia (1106562),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.555555555555555,18,3,2017
Engenharia (1106562),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.555555555555555,18,9,2017
Matemática (Licenciatura) (1152880),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.555555555555555,18,7,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.551724137931034,87,9,2017
Letras-Português (Licenciatura) (1158116),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.548387096774193,31,10,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.545454545454545,44,10,2017
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.543478260869565,46,3,2017
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.542857142857143,35,11,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.537037037037037,54,5,2017
História (Licenciatura) (13449),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.533333333333334,75,11,2017
Física (Licenciatura) (99810),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.533333333333333,15,7,2017
Física (Licenciatura) (99810),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.533333333333333,15,2,2017
Física (Licenciatura) (99810),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.533333333333333,15,1,2017
Física (Licenciatura) (99810),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.533333333333333,15,1,2017
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.53030303030303,66,4,2017
Engenharia de Alimentos (118550),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.529411764705883,17,6,2017
Música (Licenciatura) (118630),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.526315789473684,19,12,2017
Engenharia Florestal (13456),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.523809523809525,21,5,2017
Engenharia Florestal (13456),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.523809523809524,21,8,2017
Geografia (Licenciatura) (13407),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.523809523809524,42,7,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.522727272727273,44,9,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.5227272727272725,44,3,2017
Engenharia Ambiental (112282),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.520833333333333,48,8,2017
Química (Licenciatura) (99808),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.52,25,3,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.518518518518519,54,13,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.518518518518518,54,4,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.518518518518518,54,2,2017
Engenharia Mecânica (13442),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.517857142857142,56,14,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.517241379310345,87,8,2017
Pedagogia (Licenciatura) (13452),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.517241379310345,29,1,2017
Geografia (Licenciatura) (120777),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.516129032258065,62,9,2017
Química (Licenciatura) (1152881),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.515151515151515,33,10,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.511363636363637,88,2,2017
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.51063829787234,47,6,2017
Geografia (Licenciatura) (120777),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.5102040816326525,49,6,2017
História (Licenciatura) (13449),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.506666666666667,75,10,2017
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.5,32,9,2017
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.5,32,2,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.5,52,3,2017
Ciências Sociais (Licenciatura) (13436),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.5,18,4,2017
Engenharia (1106562),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.5,18,11,2017
Engenharia (1106562),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.5,18,5,2017
Engenharia (1106562),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.5,18,2,2017
Engenharia (1106562),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.5,18,3,2017
Engenharia (1106562),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.5,18,3,2017
Geografia (Licenciatura) (120777),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.5,62,5,2017
Geografia (Licenciatura) (13407),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.5,42,12,2017
Matemática (Licenciatura) (1152880),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.5,18,15,2017
Matemática (Licenciatura) (1152880),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.5,18,7,2017
Matemática (Licenciatura) (13448),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.5,16,16,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.494252873563219,87,6,2017
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.488888888888889,45,2,2017
Letras-Português (Licenciatura) (1158116),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.483870967741935,31,11,2017
Química (Licenciatura) (99808),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.48,25,5,2017
Química (Licenciatura) (99808),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.48,25,2,2017
Química (Licenciatura) (1152881),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.478260869565218,23,7,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.4772727272727275,44,3,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.4772727272727275,44,3,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.4772727272727275,44,4,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.4772727272727275,88,6,2017
Engenharia Florestal (13456),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.476190476190476,21,13,2017
Engenharia Florestal (13456),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.476190476190476,21,10,2017
Engenharia Florestal (13456),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.476190476190476,21,5,2017
Pedagogia (Licenciatura) (13410),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.471264367816092,87,4,2017
Engenharia (13444),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.470588235294118,17,6,2017
Engenharia de Alimentos (118550),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.470588235294118,17,7,2017
Arquitetura e Urbanismo (1129147),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.469387755102042,49,14,2017
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.46875,32,15,2017
Química (Licenciatura) (1152881),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.46875,32,17,2017
Física (Licenciatura) (99810),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.466666666666667,15,16,2017
Física (Licenciatura) (99810),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.466666666666667,15,2,2017
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.466666666666666,45,5,2017
Física (Licenciatura) (99810),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.466666666666666,15,8,2017
Física (Licenciatura) (99810),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.466666666666666,15,6,2017
Física (Licenciatura) (99810),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.466666666666666,15,2,2017
Física (Licenciatura) (99810),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.466666666666666,15,1,2017
Letras-Português (Licenciatura) (1160083),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.465116279069767,43,7,2017
História (Licenciatura) (13405),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.458333333333334,72,12,2017
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.458333333333333,48,8,2017
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.457142857142857,35,12,2017
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.454545454545455,33,7,2017
