X,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,NT_GER,NT_FG,NT_CE,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81,NOME_CURSO,Código Mantenedora,CNPJ,Natureza Jurídica,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Categoria,Categoria Administrativa,IGC,Ano IGC
189,2017,2564,1,10028,2001,13410,1,2503704,25,2,35,2001,2012,4,"32,6","47,3","27,7",A,D,A,A,B,B,E,C,E,D,A,E,F,A,A,25,A,A,A,G,A,C,C,E,A,A,5,5,5,5,6,6,6,5,5,5,5,5,5,4,5,6,5,5,4,4,5,5,5,5,6,1,1,3,5,6,5,5,6,6,4,4,4,3,1,5,3,4,A,J,B,B,A,B,B,B,A,B,C,A,A,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
190,2017,2564,1,10028,2001,13410,1,2503704,25,2,35,2007,2012,4,"22,6","17,2","24,4",A,B,A,D,D,A,A,A,F,E,A,F,D,A,D,25,A,D,F,K,B,B,B,E,H,A,3,4,5,5,5,5,5,5,6,6,6,5,5,4,4,5,4,5,6,7,7,5,5,5,7,7,7,7,4,7,5,5,2,4,1,1,1,5,7,5,4,1,A,J,I,I,A,B,B,A,D,C,C,B,C,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
191,2017,2564,1,10028,2001,13410,1,2503704,25,2,24,2011,2014,1,"48,9","55,5","46,7",A,B,A,B,A,B,C,A,A,A,A,E,A,A,C,25,A,A,F,G,A,C,B,E,B,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,7,7,6,6,4,6,5,6,6,5,5,8,5,6,6,5,6,A,B,I,I,A,B,A,B,A,A,B,B,B,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
192,2017,2564,1,10028,2001,13410,1,2503704,25,2,20,2013,2014,1,"62,6","57,9","64,2",A,D,A,C,C,B,F,A,A,A,A,E,F,A,A,25,A,A,B,C,B,E,B,E,C,E,6,4,5,5,5,5,6,6,5,5,5,4,5,5,5,4,6,5,6,6,4,4,6,5,6,6,5,4,5,5,6,5,5,5,4,4,5,5,7,5,5,5,A,B,H,D,A,A,A,A,A,B,B,B,B,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
193,2017,2564,1,10028,2001,13410,1,2503704,25,2,22,2011,2014,1,"53,3","59,9","51,1",A,D,A,D,D,B,D,A,B,A,A,A,A,A,A,25,A,A,B,C,A,C,C,E,B,F,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,5,4,4,4,4,4,4,4,3,3,3,4,4,4,A,E,I,I,A,A,A,B,A,B,B,A,B,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
194,2017,2564,1,10028,2001,13410,1,2503704,25,2,21,2012,2014,1,"39,8","67,5","30,6",A,A,A,C,B,F,A,A,A,A,A,F,F,A,C,23,A,A,A,B,A,B,C,E,H,A,6,5,5,5,6,5,6,6,6,5,5,4,5,5,4,4,5,5,5,4,5,3,4,5,4,3,2,3,4,4,5,5,5,6,5,8,8,4,4,5,4,5,B,J,H,A,A,B,A,B,A,C,B,B,B,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
195,2017,2564,1,10028,2001,13410,1,2503704,25,2,28,2007,2013,1,"34,0","52,4","27,9",B,D,A,B,C,C,D,B,E,E,A,A,A,A,A,25,A,A,B,C,B,D,D,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,A,A,E,B,A,A,A,B,C,B,A,A,C,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
196,2017,2564,1,10028,2001,13410,1,2503704,25,2,28,2007,2014,4,"53,0","66,9","48,4",A,A,A,B,B,B,D,A,B,A,A,F,F,A,C,25,A,A,B,C,A,C,C,E,H,A,6,5,5,6,6,5,6,5,5,5,6,5,5,4,5,6,6,6,6,3,4,4,5,6,6,5,7,5,6,6,6,6,5,6,4,4,4,3,7,6,5,2,A,J,I,I,A,A,A,B,A,B,C,C,C,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
197,2017,2564,1,10028,2001,13410,1,2503704,25,2,22,2012,2014,1,"47,3","38,0","50,4",A,D,A,B,B,B,C,B,C,C,A,A,F,A,D,25,A,A,D,C,A,B,B,E,A,F,5,5,6,6,6,5,6,6,6,6,5,5,5,4,6,5,6,4,5,4,4,4,6,6,4,7,2,5,5,5,6,5,5,4,4,5,5,2,4,5,6,4,A,B,B,F,A,A,A,A,E,C,B,A,A,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
198,2017,2564,1,10028,2001,13410,1,2503704,25,2,22,2012,2014,1,"58,4","44,4","63,0",B,A,A,B,B,C,D,B,B,A,A,E,F,A,A,25,A,A,B,C,B,B,B,E,A,A,6,6,5,6,6,5,6,6,6,6,5,6,6,5,6,6,6,6,6,7,6,4,6,6,8,7,7,4,6,4,5,5,6,6,6,4,5,4,7,6,4,5,B,E,I,I,A,B,A,B,A,B,B,B,C,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
199,2017,2564,1,10028,2001,13410,1,2503704,25,2,25,2009,2014,1,"59,2","86,6","50,1",A,D,A,B,B,B,D,A,E,D,A,E,F,A,D,25,A,A,B,C,B,B,B,E,A,A,6,4,6,5,6,5,6,5,5,5,4,4,4,3,5,5,5,4,3,3,6,2,4,5,6,3,1,5,3,4,4,4,4,6,4,3,4,3,6,6,5,5,A,E,B,F,A,B,A,B,A,B,B,C,B,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
200,2017,2564,1,10028,2001,13410,1,2503704,25,2,30,2012,2014,1,"37,0","53,9","31,3",A,A,A,A,B,B,D,A,A,A,A,A,F,A,C,23,A,D,B,C,B,B,B,E,E,F,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,5,6,6,6,5,6,6,6,7,7,4,6,5,6,6,6,6,6,6,3,1,7,6,6,6,A,A,I,I,A,B,A,A,A,B,B,B,B,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
201,2017,2564,1,10028,2001,13410,1,2503704,25,2,23,2011,2014,1,"61,0","57,9","62,0",A,A,A,F,B,B,D,C,C,A,A,A,B,A,A,25,A,A,B,C,A,C,D,E,G,C,6,3,4,6,6,6,5,5,6,5,6,4,4,5,6,6,6,6,6,8,3,3,5,4,7,7,8,3,5,5,6,5,5,5,6,2,1,5,2,6,6,6,C,G,I,I,A,B,A,B,E,C,C,C,D,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
202,2017,2564,1,10028,2001,13410,1,2503704,25,2,22,2012,2014,1,"41,9","50,4","39,1",A,D,A,B,D,E,E,A,B,A,A,A,F,A,D,25,A,A,B,C,B,D,C,E,A,F,6,5,5,6,6,6,6,6,6,6,4,4,4,3,7,6,6,7,6,7,4,4,6,6,6,7,7,3,4,5,6,6,3,5,5,3,7,3,5,6,5,6,A,B,H,B,A,B,A,B,A,B,B,B,B,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
203,2017,2564,1,10028,2001,13410,1,2503704,25,2,23,2012,2014,1,"58,6","61,1","57,8",A,D,A,C,B,B,B,A,B,A,A,A,A,A,A,25,A,A,B,C,A,C,D,E,G,F,5,5,6,3,6,6,6,6,6,5,1,2,5,2,7,5,6,6,6,7,2,2,6,6,5,1,1,8,5,4,5,5,6,6,6,2,7,4,2,6,4,6,D,E,I,I,A,B,A,B,A,B,B,C,C,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
204,2017,2564,1,10028,2001,13410,1,2503704,25,2,27,2007,2013,1,"40,3","52,1","36,3",E,A,A,A,B,C,B,B,E,E,A,A,F,A,D,23,A,A,F,C,B,B,C,E,G,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,7,7,5,6,5,6,6,6,5,5,6,7,6,5,6,6,6,B,G,B,F,A,A,A,C,E,A,C,A,A,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
205,2017,2564,1,10028,5402,13436,1,2504009,25,2,37,1998,2009,4,"39,6","29,6","42,9",B,A,A,B,D,C,C,B,E,E,A,A,A,A,A,25,D,A,A,K,A,B,B,E,H,A,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,3,A,C,I,I,A,B,D,B,A,A,B,B,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
206,2017,2564,1,10028,5402,13436,1,2504009,25,2,24,2010,2013,4,"58,9","59,6","58,6",C,E,A,B,B,A,A,A,A,A,A,E,B,A,C,25,A,A,A,G,B,C,B,E,H,A,5,4,3,5,5,3,6,6,5,4,3,4,3,1,4,6,3,4,3,2,3,5,3,5,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,5,2,4,A,B,H,D,F,E,I,F,A,C,B,C,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
207,2017,2564,1,10028,5402,13436,1,2504009,25,2,19,2013,2014,4,"55,2","37,5","61,1",A,D,A,D,E,B,E,B,C,B,A,A,E,A,A,25,B,A,C,C,A,D,E,A,H,A,6,4,6,4,6,6,6,6,6,6,4,4,5,3,6,6,6,6,5,7,3,4,5,8,8,1,1,3,6,5,5,3,7,5,4,8,8,5,7,6,3,4,A,B,I,I,F,E,I,F,C,B,C,B,B,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
208,2017,2564,1,10028,5402,13436,1,2504009,25,2,26,2013,2013,4,"55,0","59,1","53,6",A,D,A,C,C,B,B,A,C,C,A,A,A,A,A,25,A,A,B,C,A,E,E,C,A,F,4,4,3,5,5,4,6,5,5,5,4,4,4,3,6,4,5,5,3,3,3,4,5,4,5,1,1,2,3,2,5,5,5,4,3,3,2,4,2,4,4,2,A,C,H,D,A,D,D,C,A,C,B,B,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
209,2017,2564,1,10028,5402,13436,1,2504009,25,2,27,2008,2015,4,"71,3","64,0","73,7",E,B,A,B,C,C,B,C,D,B,H,A,F,A,E,25,A,A,A,K,B,E,C,A,E,F,6,5,6,7,6,3,6,5,6,3,4,4,5,2,6,4,6,6,4,1,4,4,7,5,8,7,7,1,5,4,5,1,7,4,4,7,8,7,7,6,4,3,A,J,E,G,A,D,D,B,C,B,B,B,A,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
210,2017,2564,1,10028,5402,13436,1,2504009,25,2,32,2004,2016,4,"57,7","60,8","56,6",A,A,A,E,E,B,B,A,B,A,A,A,B,A,A,23,E,A,B,E,A,E,B,E,E,A,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,5,5,6,6,6,6,6,5,6,5,6,5,6,6,6,6,6,A,J,I,I,A,A,D,A,C,A,A,A,A,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
211,2017,2564,1,10028,5402,13436,1,2504009,25,2,33,2000,2013,4,"73,4","72,3","73,8",B,D,A,C,D,C,D,B,E,A,A,F,F,A,E,25,A,A,B,K,A,B,C,E,H,F,5,5,5,4,6,5,5,6,5,5,5,5,5,4,6,6,5,5,5,5,6,4,5,7,7,1,1,4,6,6,5,4,6,6,5,6,8,5,5,6,6,5,A,A,H,D,F,E,I,F,A,C,C,D,D,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
212,2017,2564,1,10028,5402,13436,1,2504009,25,2,26,2009,2016,4,"59,6","67,1","57,1",A,D,A,A,D,E,A,A,A,A,A,B,D,A,D,26,A,A,G,C,A,C,B,E,E,I,5,5,2,1,6,7,6,6,3,4,1,3,6,1,5,5,2,2,2,5,2,1,2,1,7,8,8,2,2,3,6,2,6,3,3,2,2,6,8,5,8,6,B,C,I,I,F,E,I,F,C,B,C,C,D,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
213,2017,2564,1,10028,5402,13436,1,2504009,25,2,26,2012,2013,4,"52,4","52,2","52,5",A,D,A,B,B,B,B,A,A,B,A,A,D,A,D,25,A,D,F,B,B,E,C,E,E,A,5,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,8,6,5,6,6,6,8,8,8,5,5,5,5,5,5,3,3,4,4,8,6,4,4,A,C,H,C,A,A,D,A,A,C,B,C,B,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
214,2017,2564,1,10028,5402,13436,1,2504009,25,2,26,2008,2014,4,"70,0","76,8","67,7",A,A,A,D,D,D,A,C,A,A,A,C,F,A,A,23,E,A,B,C,A,C,D,A,H,F,6,6,5,5,6,5,6,6,4,5,5,4,5,4,6,4,6,6,4,5,4,4,5,5,8,1,1,3,4,5,6,3,4,6,3,3,4,5,2,6,1,3,A,B,H,D,A,A,D,B,A,C,A,C,B,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
215,2017,2564,1,10028,5402,13436,1,2504009,25,2,21,2014,2016,4,"57,5","59,7","56,7",A,D,A,D,E,B,E,B,C,A,A,A,E,A,B,25,A,B,B,G,A,B,C,C,E,C,5,6,5,4,6,6,6,6,6,5,4,5,5,5,6,6,6,6,5,4,5,3,4,4,5,8,8,4,5,5,6,2,5,6,4,3,5,4,6,6,2,1,B,B,I,I,F,E,I,F,A,C,C,C,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
216,2017,2564,1,10028,5402,13436,1,2504009,25,2,24,2009,2012,4,"46,8","43,0","48,0",E,A,A,D,B,C,C,A,B,A,A,A,F,A,A,25,A,A,B,K,B,B,B,E,G,F,5,4,6,5,5,3,5,5,5,5,3,4,4,4,3,5,4,4,4,4,4,4,4,4,5,8,8,8,4,1,5,2,3,4,4,4,3,4,7,4,4,5,D,J,I,I,F,E,I,F,C,B,C,C,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
217,2017,2564,1,10028,5402,13436,1,2504009,25,2,26,2009,2015,4,"44,5","59,6","39,5",A,D,A,D,E,D,B,A,A,A,A,A,B,A,A,25,A,A,C,D,A,C,C,E,B,A,4,3,3,4,4,5,6,6,6,5,4,4,4,3,5,4,5,5,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,2,3,2,3,8,4,4,8,A,E,B,B,A,E,I,F,C,C,C,D,D,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
218,2017,2564,1,10028,5402,13436,1,2504009,25,2,39,2000,2013,4,"65,7","70,6","64,1",A,B,A,A,B,A,A,C,D,D,A,A,A,A,A,25,E,D,G,H,A,C,C,E,E,F,4,5,5,3,5,5,5,6,5,5,4,5,4,4,6,4,5,6,5,5,3,4,5,5,5,3,2,4,4,5,6,4,3,5,3,3,4,5,2,5,3,3,A,A,E,G,A,A,D,A,A,B,C,B,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
219,2017,2564,1,10028,5402,13436,1,2504009,25,2,26,2008,2013,4,"65,0","61,3","66,2",A,A,A,A,F,D,A,A,B,A,A,A,E,A,C,25,A,A,F,A,A,C,D,E,E,A,5,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,8,6,1,1,5,6,6,6,6,6,6,6,4,4,4,4,6,6,1,A,A,H,A,F,E,I,F,A,A,A,A,A,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
220,2017,2564,1,10028,5402,13436,1,2504009,25,2,24,2011,2013,4,"57,8","50,5","60,2",A,B,A,B,C,B,H,A,A,A,A,E,B,A,A,25,A,A,B,C,B,E,B,E,H,A,5,5,6,6,6,3,6,6,6,5,5,5,6,4,6,6,6,6,4,4,5,5,6,6,6,1,1,4,5,6,6,4,4,4,5,4,5,5,1,5,4,2,A,J,G,D,A,A,D,B,A,C,B,A,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
221,2017,2564,1,10028,5402,13436,1,2504009,25,2,22,2012,2013,4,"52,4","42,6","55,6",A,A,A,C,B,B,C,A,A,A,A,E,F,A,D,25,A,A,B,G,B,C,D,E,E,I,6,5,6,6,5,2,6,5,5,4,3,7,5,4,6,6,4,4,3,7,6,4,6,6,5,1,1,1,4,3,6,4,4,5,4,4,7,3,7,5,2,2,A,A,G,D,A,B,D,B,A,A,A,C,C,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
222,2017,2564,1,10028,5402,13436,1,2504009,25,2,33,2005,2012,4,"51,6","54,5","50,6",A,B,A,B,D,B,C,A,B,A,A,A,E,A,A,25,A,A,B,A,A,D,C,A,E,F,5,6,6,6,6,5,6,6,6,6,5,6,4,2,4,6,6,4,5,5,6,5,5,5,6,2,2,4,6,6,6,3,3,4,5,4,5,6,3,6,6,4,A,A,I,I,A,A,D,B,A,A,A,A,A,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
223,2017,2564,1,10028,5806,13438,1,2504009,25,2,31,2004,2010,3,"60,7","62,2","60,2",A,A,A,D,E,D,A,A,B,A,A,A,D,A,A,25,B,A,G,K,A,E,E,A,B,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,1,1,6,3,6,6,6,6,6,6,6,1,6,1,1,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
