X,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,NT_GER,NT_FG,NT_CE,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81,NOME_CURSO,Código Mantenedora,CNPJ,Natureza Jurídica,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Categoria,Categoria Administrativa,IGC,Ano IGC
435,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,36.1,52.5,30.6,A,A,A,E,E,A,A,E,C,A,A,A,B,C,A,25,B,A,B,C,A,E,D,E,E,F,6,5,5,6,6,5,6,6,6,6,4,5,5,6,6,6,4,6,5,1,5,5,5,6,7,2,6,1,5,6,5,5,4,6,5,4,5,5,1,6,5,1,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
436,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2008,2009,1,1,0,1,1,66.3,90.7,58.1,A,C,A,C,D,B,E,D,B,A,A,A,E,B,A,25,B,A,B,C,A,E,D,E,C,F,5,7,5,5,5,6,6,5,6,5,4,5,5,5,6,6,5,6,5,5,4,5,5,7,7,5,4,4,6,5,6,5,5,6,3,4,4,3,4,5,4,3,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
437,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,64.8,35.8,74.4,A,A,A,E,E,B,C,F,B,A,A,A,B,B,A,25,B,A,B,G,A,C,D,A,H,F,5,4,4,4,5,4,5,4,4,5,4,5,6,3,6,6,5,6,4,4,4,4,5,8,5,3,6,5,4,4,5,4,8,5,3,4,4,5,1,4,4,4,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
438,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2009,2010,1,1,0,1,1,58.1,59.6,57.6,A,C,A,D,D,B,F,E,C,A,A,C,B,A,A,25,B,A,B,A,A,B,E,E,C,I,6,6,5,5,6,5,6,6,5,6,5,6,6,3,6,6,6,6,5,8,5,5,5,8,6,6,6,1,6,4,6,6,5,5,3,5,6,6,1,5,4,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
439,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2007,2013,1,1,0,1,1,40.3,68.6,30.8,A,C,A,D,E,D,A,C,D,C,A,A,D,A,A,25,B,A,A,B,A,E,E,C,E,F,5,5,6,3,5,6,5,3,5,5,4,3,6,5,4,6,6,4,6,6,5,5,4,8,8,6,4,1,5,3,5,5,4,5,5,6,5,5,8,2,3,4,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
440,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2007,2011,1,1,0,1,1,50.4,69.1,44.2,A,C,A,D,D,B,E,C,B,A,A,A,D,C,A,25,B,A,B,F,A,B,D,E,E,F,5,5,5,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,5,6,6,6,7,7,5,6,1,2,6,6,6,6,6,6,6,6,6,6,6,6,1,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
441,2014,2564,10002,10028,5806,13438,1,2504009,25,2,25,2006,2010,1,1,0,1,1,74.8,84.5,71.6,A,A,A,F,F,B,B,F,C,A,A,A,E,A,A,25,B,A,B,C,A,A,D,E,E,F,4,8,3,5,4,6,6,4,4,4,3,3,5,4,5,5,6,6,5,5,4,3,4,8,5,5,6,2,5,4,5,5,5,5,3,3,4,4,3,3,2,3,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
442,2014,2564,10002,10028,5806,13438,1,2504009,25,2,25,2007,2012,1,1,0,1,1,41.2,62.7,34,A,A,A,E,D,B,E,B,B,A,A,A,D,A,A,25,A,A,B,C,B,B,D,E,C,F,5,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,5,5,6,5,6,6,6,4,6,4,5,5,5,6,6,5,5,5,5,5,4,6,4,5,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
443,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2009,2010,1,1,0,1,1,68.3,64.5,69.6,A,A,A,F,F,A,A,F,B,A,A,A,B,B,A,25,B,A,B,C,A,B,C,E,E,F,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,2,8,6,6,4,8,8,6,6,6,3,6,6,6,3,6,6,4,6,4,1,6,2,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
444,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2008,2012,1,1,0,1,1,50.2,76.5,41.4,A,A,A,F,F,B,G,G,B,A,A,A,D,B,A,25,B,A,B,G,A,D,E,A,C,F,4,5,5,4,3,5,4,5,4,4,3,4,3,4,6,6,6,6,6,6,3,3,4,7,7,6,6,1,5,6,4,6,2,6,3,4,5,5,1,3,1,1,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
445,2014,2564,10002,10028,5806,13438,1,2504009,25,2,25,2007,2008,1,1,0,1,1,41.8,79.3,29.3,A,A,A,B,C,E,A,A,C,C,A,E,B,A,A,25,A,A,A,C,B,D,C,E,E,F,6,5,5,6,6,6,6,6,6,6,5,5,5,4,4,6,5,5,5,8,5,4,5,8,6,4,4,5,4,4,5,5,3,5,2,1,1,4,1,6,3,1,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
446,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2009,2011,1,1,0,1,1,65.7,78.3,61.5,A,B,A,D,E,B,D,F,C,A,A,A,D,A,A,25,A,B,B,H,A,A,C,E,C,F,5,3,4,5,6,5,5,5,4,6,4,4,5,4,5,5,6,6,5,8,5,4,4,8,8,4,5,4,5,5,5,5,5,5,5,5,5,5,8,5,5,4,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
447,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,48.5,75.6,39.4,A,C,A,D,D,B,E,C,C,A,A,A,B,C,A,25,E,A,B,C,B,A,E,E,E,F,6,6,5,6,6,6,6,5,6,6,4,6,6,6,6,6,6,6,6,8,6,5,5,8,6,6,6,6,6,6,5,5,6,6,5,5,5,5,5,6,5,5,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
448,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2007,2008,1,1,0,1,1,60.4,83.7,52.6,A,A,A,E,F,A,A,E,B,A,A,A,A,A,A,25,B,A,B,A,A,E,C,E,E,F,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,8,6,6,5,8,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,5,6,6,1,6,3,8,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
449,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2010,2010,1,1,0,1,1,56.4,73.7,50.6,A,C,A,F,E,D,A,F,B,A,A,A,A,A,A,28,B,A,B,A,A,A,B,A,C,F,4,7,6,5,1,4,2,6,1,5,2,4,4,2,6,4,2,4,2,2,4,4,3,7,7,2,5,1,3,3,4,5,5,5,3,3,3,5,1,1,1,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
450,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2009,2010,1,1,0,1,1,68.6,88.9,61.8,A,C,A,E,E,B,D,F,C,A,A,A,B,B,A,25,B,A,B,C,A,B,E,E,E,F,4,5,6,6,6,6,6,5,5,5,4,5,6,4,6,6,6,6,6,6,5,4,5,8,8,6,6,1,5,5,5,4,3,5,4,4,4,3,1,4,3,3,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
451,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,57.2,87,47.2,A,C,A,D,E,B,B,B,B,A,A,A,B,C,A,25,B,A,B,C,A,E,D,E,A,C,5,5,5,6,6,6,5,5,4,5,4,6,6,2,6,6,6,6,5,4,5,3,5,5,8,4,6,5,4,6,5,4,3,5,3,2,5,5,8,5,4,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
452,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,44.4,45,44.2,A,C,A,E,E,A,A,F,C,A,A,A,B,B,A,25,B,A,A,G,A,C,D,A,A,F,5,4,6,6,4,5,5,4,4,6,2,3,5,4,6,6,5,6,4,4,6,3,2,6,5,3,6,1,7,6,6,6,6,6,4,6,4,6,6,6,1,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
453,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2007,2012,1,1,0,1,1,56,63.2,53.6,B,A,A,D,E,C,B,B,B,A,A,A,B,A,A,25,B,A,B,A,A,A,E,E,E,F,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
454,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2009,2010,1,1,0,1,1,55.2,68.9,50.6,A,A,A,D,E,B,E,F,C,A,A,A,D,B,A,25,B,A,A,A,A,A,D,A,C,F,5,5,6,5,5,5,5,5,5,5,4,4,4,4,6,6,5,5,5,7,4,4,5,7,7,7,6,1,5,4,5,5,5,5,5,5,5,5,1,4,4,3,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
455,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2009,2010,1,1,0,1,1,54.5,72.8,48.4,A,A,A,F,F,B,G,G,B,A,A,A,D,A,A,25,B,A,B,C,A,B,E,A,H,F,5,5,5,5,6,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
456,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2009,2010,1,1,0,1,1,52.9,83,42.8,A,A,A,E,E,D,E,E,A,A,A,A,B,A,A,25,B,A,B,C,A,B,B,A,C,F,4,4,6,5,4,3,5,4,5,5,5,4,5,3,6,6,5,5,6,4,4,4,5,8,8,5,6,5,5,5,4,5,4,6,4,4,5,5,4,5,3,3,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
457,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,59.3,85.4,50.6,A,A,A,D,D,B,C,B,B,A,A,A,D,A,A,25,B,A,B,G,A,A,E,A,A,F,6,3,4,5,6,5,4,4,5,5,4,5,5,6,6,6,6,6,6,8,5,4,6,8,3,6,6,3,6,6,5,6,4,6,5,1,5,5,1,4,4,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
458,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2008,2010,1,1,0,1,1,50.4,68.8,44.2,A,A,A,D,D,B,C,D,C,A,A,A,E,A,A,25,B,A,B,A,A,B,E,A,E,F,5,5,5,6,5,6,6,5,4,5,4,4,6,4,6,6,6,6,5,5,5,4,5,8,5,5,6,3,3,5,5,5,6,5,4,4,5,4,5,5,4,4,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
459,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2007,2010,1,1,0,1,1,20.4,40.6,13.6,A,A,A,B,E,A,A,E,B,B,A,F,A,A,A,25,B,A,B,C,A,E,C,A,E,F,1,3,6,6,1,6,6,6,2,6,6,4,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
460,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2008,2009,1,1,0,1,1,59.7,45.6,64.4,A,A,A,E,F,B,B,D,B,A,A,A,B,B,A,25,B,A,B,G,A,B,C,A,E,F,4,4,5,6,5,6,6,4,6,6,4,4,3,5,5,6,2,5,3,7,5,3,6,2,6,7,5,2,4,5,5,5,5,6,4,5,5,5,7,4,1,2,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
461,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2008,2012,1,1,0,1,1,34.2,55.3,27.2,A,A,A,D,E,D,A,G,B,A,A,A,D,B,A,25,B,A,A,A,A,C,D,A,A,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
462,2014,2564,10002,10028,5806,13438,1,2504009,25,2,26,2006,2009,1,1,0,1,1,37.8,18.6,44.2,A,A,A,D,D,B,C,E,B,A,A,A,A,A,A,25,B,A,B,G,A,B,B,E,B,F,4,5,3,6,6,5,5,6,5,5,4,4,5,5,6,6,6,6,4,4,4,3,6,8,8,6,6,6,5,4,6,5,6,6,6,6,6,6,4,5,3,4,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
463,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2007,2013,1,1,0,1,1,58.7,66.9,56,A,C,A,C,D,D,A,C,B,A,A,A,A,A,A,23,B,A,A,B,B,C,B,E,A,A,4,5,6,4,6,6,6,3,5,2,3,4,4,4,6,6,6,6,5,4,4,4,3,7,7,6,6,3,5,4,4,5,6,5,5,5,5,5,5,4,3,3,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
464,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,83.9,90.3,81.8,A,A,A,F,F,B,C,F,B,A,A,A,A,B,A,25,B,A,A,A,A,A,D,E,E,F,5,7,5,6,4,5,5,5,6,6,4,8,6,5,6,6,6,6,6,8,5,5,5,7,7,6,6,2,4,4,5,5,5,5,4,4,5,5,8,8,8,1,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
465,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2008,2009,1,1,0,1,1,80.2,82.4,79.5,A,A,A,E,F,D,A,E,C,A,A,A,D,B,A,25,B,A,B,C,A,C,E,E,E,F,3,3,3,3,5,5,5,5,5,6,5,4,5,5,5,6,6,6,5,5,5,3,4,7,7,1,3,3,5,4,6,5,5,5,4,3,3,5,4,4,1,4,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
466,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2009,2010,1,1,0,1,1,39.6,22.6,45.2,A,C,A,D,D,D,A,C,B,A,A,A,B,A,A,25,B,A,B,C,B,A,C,D,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
467,2014,2564,10002,10028,5806,13438,1,2504009,25,2,25,2008,2012,1,1,0,1,1,56.7,82.3,48.2,A,B,A,E,E,B,D,D,B,A,A,A,B,B,A,25,B,A,B,A,A,E,D,E,A,F,4,4,1,5,2,2,2,2,3,5,2,2,3,2,5,5,4,6,2,2,2,1,1,2,1,1,2,1,3,2,3,2,1,4,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
468,2014,2564,10002,10028,5806,13438,1,2504009,25,2,22,2008,2009,1,1,0,1,1,48.5,48.2,48.6,A,A,A,E,E,D,A,E,C,C,A,A,D,A,A,25,B,A,B,C,A,B,B,E,A,A,6,6,5,6,6,5,5,4,4,5,4,5,6,4,6,6,5,4,5,4,5,6,6,8,8,3,5,4,4,5,4,5,6,6,5,5,6,5,4,4,5,4,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
469,2014,2564,10002,10028,5806,13438,1,2504009,25,2,23,2009,2010,1,1,0,1,1,55.2,57.5,54.4,A,A,A,D,D,B,D,C,B,A,A,A,D,A,A,25,A,B,B,C,B,B,C,E,C,F,6,6,6,5,5,6,6,6,6,6,5,5,6,6,6,6,4,6,5,4,6,5,6,5,5,4,4,4,5,6,6,6,6,6,6,5,5,5,4,6,5,5,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
470,2014,2564,10002,10028,5806,13438,1,2504009,25,2,24,2008,2009,1,1,0,1,1,39.3,45,37.4,A,A,A,D,D,D,A,D,B,A,A,A,D,A,A,23,B,A,B,C,B,B,E,E,C,A,1,3,6,3,5,6,6,2,1,6,1,5,6,2,6,6,6,6,6,2,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,,,,,,,,,,,,,,Engenharia Elétrica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
